PassengerId,Survived,Pclass,Name,Sex,Age,SibSp,Parch,Ticket,Fare,Cabin,Embarked
0.0,0.0,1.0,108,1,0.3333333333333333,0.3333333333333333,0.0,523,0.00023842642375147827,147,2
0.0,1.0,0.0,190,0,0.6666666666666666,0.3333333333333333,0.0,596,0.6109276552239469,81,0
0.0,1.0,1.0,353,0,0.41666666666666663,0.0,0.0,669,0.006675939865041114,147,2
0.0,1.0,0.0,272,0,0.6041666666666666,0.3333333333333333,0.0,49,0.43751248758394395,55,2
0.0,0.0,1.0,15,1,0.6041666666666666,0.0,0.0,472,0.007868071983798464,147,2
0.0,0.0,1.0,554,1,0.45833333333333326,0.0,0.0,275,0.011762052336507428,147,1
0.0,0.0,0.0,515,1,1.0,0.0,0.0,85,0.4257103796082463,129,2
0.0,0.0,1.0,624,1,0.0,1.0,0.5,395,0.13208823875831333,147,2
0.0,1.0,1.0,412,0,0.4375,0.0,1.0,344,0.03727367967791452,147,2
0.0,1.0,0.5,576,0,0.16666666666666663,0.3333333333333333,0.0,132,0.2178816956696516,147,0
0.0,1.0,1.0,727,0,0.0,0.3333333333333333,0.5,616,0.09036361460180643,145,2
0.0,1.0,0.0,95,0,1.0,0.0,0.0,38,0.18430362555988483,49,2
0.0,0.0,1.0,729,1,0.29166666666666663,0.0,0.0,535,0.007868071983798464,147,2
0.0,0.0,1.0,28,1,0.6875,0.3333333333333333,1.0,333,0.2293662196489123,147,2
0.0,0.0,1.0,840,0,0.16666666666666663,0.0,0.0,413,0.00600071623297696,147,2
0.0,1.0,0.5,359,0,1.0,0.0,0.0,153,0.08368767473676532,147,2
0.0,0.0,1.0,682,1,0.0,1.0,0.5,480,0.20886154720628608,147,1
0.0,1.0,0.5,867,1,0.45833333333333326,0.0,0.0,151,0.05507650388658915,147,2
0.0,0.0,1.0,839,0,0.5208333333333333,0.3333333333333333,0.0,301,0.10276178863688278,147,2
0.0,1.0,1.0,512,0,0.45833333333333326,0.0,0.0,184,0.0,147,0
0.0,0.0,0.5,273,1,0.6041666666666666,0.0,0.0,139,0.17905824423735256,147,2
0.0,1.0,0.5,80,1,0.5833333333333333,0.0,0.0,152,0.05507650388658915,111,2
0.0,1.0,1.0,523,0,0.1875,0.0,0.0,278,0.007669701199237225,147,1
0.0,1.0,0.0,765,1,0.45833333333333326,0.0,0.0,42,0.2696602852629104,13,2
0.0,0.0,1.0,626,0,0.04166666666666666,1.0,0.5,395,0.13208823875831333,147,2
0.0,1.0,1.0,44,0,0.6666666666666666,0.3333333333333333,1.0,329,0.2304391385557939,147,2
0.0,0.0,1.0,240,1,0.45833333333333326,0.0,0.0,179,0.0,147,0
0.0,0.0,0.0,260,1,0.2708333333333333,1.0,1.0,95,1.0,63,2
