PassengerId,Survived,Pclass,Name,Sex,Age,SibSp,Parch,Ticket,Fare,Cabin,Embarked
0.0,0.0,1.0,108,1,0.37500000000000006,0.4,0.0,523,0.11046036834342966,147,2
0.0011235955056179776,1.0,0.0,190,0,0.6826923076923077,0.4,0.0,596,1.0,81,0
0.002247191011235955,1.0,1.0,353,0,0.4519230769230769,0.0,0.0,669,0.12074460953402483,147,2
0.0033707865168539327,1.0,0.0,272,0,0.625,0.4,0.0,49,0.8090269736601539,55,2
0.0044943820224719105,0.0,1.0,15,1,0.625,0.0,0.0,472,0.12264909864339432,147,2
0.0056179775280898875,0.0,1.0,554,1,0.4903846153846155,0.0,0.0,275,0.12886992187023877,147,1
0.006741573033707865,0.0,0.0,515,1,0.9903846153846154,0.0,0.0,85,0.790172531477396,129,2
0.007865168539325843,0.0,1.0,624,1,0.0,1.0,0.0,395,0.32109686383969377,147,2
0.008988764044943821,1.0,1.0,412,0,0.4711538461538462,0.0,0.0,344,0.1696259888107456,147,2
0.010112359550561799,1.0,0.5,576,0,0.2211538461538462,0.4,0.0,132,0.4581560888802213,147,0
0.011235955056179777,1.0,1.0,727,0,0.028846153846153848,0.4,0.0,616,0.2544397450117621,145,2
0.012359550561797753,1.0,0.0,95,0,1.0,0.0,0.0,38,0.40451348683007693,49,2
0.01348314606741573,0.0,1.0,729,1,0.33653846153846156,0.0,0.0,535,0.12264909864339432,147,2
0.014606741573033709,0.0,1.0,28,1,0.7019230769230769,0.4,0.0,333,0.4765031751642431,147,2
0.01573033707865169,0.0,1.0,840,0,0.2211538461538462,0.0,0.0,413,0.11966590690247796,147,2
0.016853932584269666,1.0,0.5,359,0,1.0,0.0,0.0,153,0.24377460599929304,147,2
0.017977528089887642,0.0,1.0,682,1,0.0,1.0,0.0,480,0.4437459624830881,147,1
0.01910112359550562,1.0,0.5,867,1,0.4903846153846155,0.0,0.0,151,0.1980668673744256,147,2
0.020224719101123598,0.0,1.0,839,0,0.548076923076923,0.4,0.0,301,0.27424643174920466,147,2
0.021348314606741577,1.0,1.0,512,0,0.4903846153846155,0.0,0.0,184,0.11007947052155576,147,0
0.022471910112359553,0.0,0.5,273,1,0.625,0.0,0.0,139,0.3961337347488512,147,2
0.023595505617977533,1.0,0.5,80,1,0.6057692307692307,0.0,0.0,152,0.1980668673744256,111,2
0.02471910112359551,1.0,1.0,523,0,0.24038461538461542,0.0,0.0,278,0.12233219165559522,147,1
0.025842696629213485,1.0,0.0,765,1,0.4903846153846155,0.0,0.0,42,0.5408749070609314,13,2
0.026966292134831465,0.0,1.0,626,0,0.10576923076923078,1.0,0.0,395,0.32109686383969377,147,2
0.02808988764044944,1.0,1.0,44,0,0.6826923076923077,0.4,0.0,329,0.47821721536267564,147,2
0.02921348314606742,0.0,1.0,240,1,0.4903846153846155,0.0,0.0,179,0.11007947052155576,147,0
0.030337078651685397,0.0,0.0,260,1,0.31730769230769235,1.0,0.0,95,1.0,63,2
0.03146067415730337,1.0,1.0,605,0,0.4903846153846155,0.0,0.0,283,0.12004680472435186,147,1
0.032584269662921356,0.0,1.0,813,1,0.4903846153846155,0.0,0.0,362,0.12029972087807612,147,2
0.03370786516853933,0.0,0.0,828,1,0.7211538461538461,0.0,0.0,598,0.42235169362407515,147,0
0.03483146067415731,1.0,0.0,776,0,0.4903846153846155,0.4,0.0,586,1.0,41,0
0.035955056179775284,1.0,1.0,289,0,0.4903846153846155,0.0,0.0,288,0.11807832478090757,147,1
0.03707865168539326,0.0,0.5,856,1,1.0,0.0,0.0,549,0.15997708518703607,147,2
0.03820224719101124,0.0,0.0,535,1,0.4903846153846155,0.4,0.0,600,1.0,147,0
